# ------------------------------------------------------------
#
# Flight name: V2207
# Station: Davis
# Launch Date: 18 September 2007
# Launch Time: 12:29:14
# 
# This file created: Wed Sep 19 10:11:58 2007
# 
# 
# ------------------------------------------------------------
# DATA COLUMNS
# Time (s)
# Height (m)
# Atmospheric Pressure (hPa)
# Atmospheric Temperature (°C)
# Relative Humidity (%)
# Box Temperature (°C)
# Ozone Partial Pressure (mPa)
# Ozone Mixing Ratio (ppmV)
# Accumulated Ozone to this Height (Dobson Units)
# Remaining Ozone above this Height (Dobson Units)
# 
# ------------------------------------------------------------
# 
# Integrated Ozone = 196.7 DU
# Extrapolated Ozone =  79.0 DU
# 
# Total Ozone = 275.7 DU
# 
# 
# ------------------------------------------------------------
1651 , 7797 , 323.58 , -59.8 , 27 , 16.35 , 1.108 , 0.034 , 16.77 , 258.98
1661 , 7846 , 321.04 , -60.2 , 28 , 16.20 , 1.126 , 0.035 , 16.84 , 258.91
1671 , 7895 , 318.53 , -60.4 , 28 , 16.06 , 1.129 , 0.035 , 16.91 , 258.84
1681 , 7939 , 316.27 , -60.5 , 27 , 15.96 , 1.157 , 0.037 , 16.98 , 258.77
1691 , 7982 , 314.11 , -60.7 , 26 , 15.92 , 1.178 , 0.038 , 17.04 , 258.71
1701 , 8026 , 311.87 , -60.8 , 25 , 15.94 , 1.192 , 0.038 , 17.11 , 258.64
1711 , 8067 , 309.80 , -60.9 , 24 , 15.94 , 1.176 , 0.038 , 17.17 , 258.58
1721 , 8115 , 307.44 , -61.3 , 24 , 15.94 , 1.153 , 0.038 , 17.24 , 258.51
1731 , 8159 , 305.28 , -61.6 , 24 , 15.90 , 1.125 , 0.037 , 17.30 , 258.45
1741 , 8199 , 303.32 , -61.9 , 24 , 15.85 , 1.096 , 0.036 , 17.36 , 258.39
1751 , 8237 , 301.45 , -62.1 , 24 , 15.84 , 1.068 , 0.035 , 17.41 , 258.34
1761 , 8273 , 299.67 , -62.3 , 24 , 15.85 , 1.050 , 0.035 , 17.46 , 258.29
1771 , 8312 , 297.80 , -62.4 , 24 , 15.86 , 1.053 , 0.035 , 17.51 , 258.24
1781 , 8354 , 295.76 , -62.7 , 24 , 15.92 , 1.051 , 0.036 , 17.57 , 258.18
1790 , 8396 , 293.74 , -63.0 , 24 , 15.92 , 1.055 , 0.036 , 17.63 , 258.12
1800 , 8435 , 291.89 , -63.2 , 23 , 15.86 , 1.055 , 0.036 , 17.68 , 258.07
1810 , 8472 , 290.13 , -63.5 , 23 , 15.81 , 1.048 , 0.036 , 17.73 , 258.02
1820 , 8511 , 288.30 , -63.7 , 23 , 15.82 , 1.038 , 0.036 , 17.78 , 257.97
1830 , 8552 , 286.39 , -63.8 , 23 , 15.83 , 1.040 , 0.036 , 17.84 , 257.91
1840 , 8591 , 284.58 , -63.9 , 22 , 15.77 , 1.046 , 0.037 , 17.89 , 257.86
1850 , 8627 , 282.92 , -64.0 , 22 , 15.77 , 1.072 , 0.038 , 17.94 , 257.81
1860 , 8663 , 281.26 , -64.1 , 22 , 15.76 , 1.139 , 0.041 , 17.99 , 257.76
1870 , 8698 , 279.66 , -64.2 , 22 , 15.78 , 1.248 , 0.045 , 18.04 , 257.71
1880 , 8739 , 277.76 , -64.3 , 22 , 15.76 , 1.308 , 0.047 , 18.11 , 257.64
1890 , 8780 , 275.93 , -64.4 , 21 , 15.76 , 1.308 , 0.047 , 18.18 , 257.57
1900 , 8817 , 274.26 , -64.2 , 21 , 15.76 , 1.350 , 0.049 , 18.24 , 257.51
1909 , 8854 , 272.58 , -64.3 , 20 , 15.73 , 1.398 , 0.051 , 18.31 , 257.44
1919 , 8890 , 270.98 , -64.6 , 20 , 15.70 , 1.448 , 0.053 , 18.38 , 257.37
1929 , 8927 , 269.36 , -64.8 , 19 , 15.66 , 1.509 , 0.056 , 18.45 , 257.30
1939 , 8962 , 267.80 , -64.6 , 19 , 15.64 , 1.572 , 0.059 , 18.52 , 257.23
1949 , 8999 , 266.22 , -64.7 , 18 , 15.62 , 1.563 , 0.059 , 18.59 , 257.16
1959 , 9036 , 264.60 , -64.5 , 17 , 15.59 , 1.514 , 0.057 , 18.66 , 257.09
1969 , 9070 , 263.12 , -64.5 , 16 , 15.61 , 1.541 , 0.059 , 18.73 , 257.02
1978 , 9105 , 261.61 , -64.7 , 16 , 15.64 , 1.574 , 0.060 , 18.80 , 256.95
1988 , 9144 , 259.96 , -64.7 , 15 , 15.66 , 1.625 , 0.063 , 18.88 , 256.87
1998 , 9182 , 258.32 , -64.7 , 15 , 15.63 , 1.823 , 0.071 , 18.97 , 256.78
